"Event_rate","Scenario","Visit","CI_type","Coverage","rank","mean","q1","q3","old_rank","coverage_old","mean_old","q1_old","q3_old"
1,4,2,"Bootstrap",0.938,4,0.930748927936472,0.496426521788307,1.07942725127088,"Bootstrap",0.933,0.928851138336952,0.496309802051457,1.07301670211011
1,4,2,"Sandwich",0.842720510095643,5,0.866196467316391,0.578015553062947,0.988217675554386,"Sandwich",0.842720510095643,0.866196467316391,0.578015553062947,0.988217675554386
1,4,3,"Jackknife MVN",0.962075848303393,1,3.19652904547125,1.89666057907845,4.14316845821325,"Jackknife MVN",0.962075848303393,3.19652904547125,1.89666057907845,4.14316845821325
1,4,3,"Jackknife Wald",0.95,2,0.918787540733508,0.287106115467027,0.799047701467471,"Jackknife Wald",0.95,0.921905740607758,0.289116908899873,0.801800747399215
1,4,3,"LEF both",0.918,3,0.651174711137546,0.454592629932117,0.775790094524989,"LEF outcome",0.912,0.656519706983769,0.446587367666291,0.790125926484914
1,4,3,"LEF outcome",0.917,4,0.653381971998449,0.451368465351517,0.780366102062089,"LEF both",0.911,0.639755856067449,0.434060746925184,0.766386105658027
1,4,3,"Bootstrap",0.895,5,0.743028409202713,0.332522670694787,0.94505496755808,"Bootstrap",0.883,0.740931814204916,0.332227930375617,0.934779780710112
1,4,3,"Sandwich",0.780021253985122,6,0.493935712476565,0.32359704551657,0.587138420637008,"Sandwich",0.780021253985122,0.493935712476565,0.32359704551657,0.587138420637008
1,4,4,"Jackknife MVN",0.980039920159681,1,2.62478357979248,1.44436614649688,3.54269588253876,"Jackknife MVN",0.980039920159681,2.62478357979248,1.44436614649688,3.54269588253876
1,4,4,"Jackknife Wald",0.945,2,0.939281333917809,0.264071301278769,0.812359810191867,"Jackknife Wald",0.945,0.941974981343183,0.265766676206843,0.811161652447234
1,4,4,"LEF both",0.898,3,0.60136336387892,0.397927639024671,0.753785504201799,"LEF outcome",0.893,0.60525672714198,0.390482423634235,0.762372341748746
1,4,4,"LEF outcome",0.897,4,0.603246994294833,0.396349525314997,0.755167986037326,"LEF both",0.892,0.591184648303137,0.381725054435117,0.750959451927058
1,4,4,"Bootstrap",0.885,5,0.731359299608788,0.346127422808092,0.909249426305789,"Bootstrap",0.879,0.72914541485777,0.34977070819141,0.911761414200776
1,4,4,"Sandwich",0.793836344314559,6,0.46609993913841,0.281342479693023,0.597937657349394,"Sandwich",0.793836344314559,0.46609993913841,0.281342479693023,0.597937657349394
1,5,0,"LEF both",0.976,1,2.11236136267568,1.5735206163314,2.42384362882818,"LEF both",0.971,2.07560501471734,1.5479126011694,2.3746802405775
1,5,0,"LEF outcome",0.976,1,2.1123613625823,1.5735206163314,2.42384362882818,"LEF outcome",0.971,2.07560501465124,1.5479126011694,2.3746802405775
1,5,0,"Sandwich",0.925311203319502,2,1.5383230478184,1.25578231513343,1.68352233642714,"Sandwich",0.925311203319502,1.5383230478184,1.25578231513343,1.68352233642714
1,5,0,"Bootstrap",0.913,3,0.972412519823005,0.760424167436133,1.16038565669871,"Bootstrap",0.914,0.973091909508558,0.770418067260496,1.15950368482494
1,5,0,"Jackknife Wald",0.882,4,0.954351952176645,0.72601886946549,1.14040179898006,"Jackknife Wald",0.884,0.96406368655587,0.732687197090439,1.15134272639828
1,5,0,"Jackknife MVN",0.868257261410788,5,15.8574631295731,2.28474502933736,32.4287556021791,"Jackknife MVN",0.868257261410788,15.8574631295731,2.28474502933736,32.4287556021791
1,5,1,"LEF both",0.977,1,1.73989213176202,1.21863230858529,2.16254526888785,"LEF both",0.964,1.71305520964342,1.17655346400173,2.12621711584179
1,5,1,"LEF outcome",0.977,1,1.74328106300224,1.21931747604566,2.16110163606459,"LEF outcome",0.964,1.73794490101001,1.18041351749832,2.16228501360364
1,5,1,"Jackknife MVN",0.902489626556017,2,11.9089296779895,5.18385070411808,15.4385488133323,"Jackknife MVN",0.902489626556017,11.9089296779895,5.18385070411808,15.4385488133323
1,5,1,"Sandwich",0.887966804979253,3,1.39268909776373,0.937679900338525,1.70741686348826,"Sandwich",0.887966804979253,1.39268909776373,0.937679900338525,1.70741686348826
1,5,1,"Bootstrap",0.85,4,0.90281289292761,0.604118338367269,1.17839715843635,"Jackknife Wald",0.848,0.983161523480667,0.585650223064111,1.23126252373844
1,5,1,"Jackknife Wald",0.847,5,0.975702438961221,0.576070109841638,1.22154493007575,"Bootstrap",0.842,0.900648372407888,0.599491969239795,1.18516643490878
1,5,2,"LEF outcome",0.938,1,1.24887427025674,0.805489852330187,1.63535817507033,"LEF outcome",0.925,1.24547534327256,0.78656573383348,1.6544218393018
1,5,2,"LEF both",0.937,2,1.24618837354755,0.805272180501331,1.63340850997267,"LEF both",0.924,1.22399634493492,0.782355629341476,1.60021075228166
1,5,2,"Jackknife MVN",0.9149377593361,3,7.12134540728545,4.9497221378846,8.91379662575779,"Jackknife MVN",0.9149377593361,7.12134540728545,4.9497221378846,8.91379662575779
1,5,2,"Jackknife Wald",0.841,4,0.964181539836385,0.423167090461833,1.24815978878706,"Jackknife Wald",0.841,0.970408600319183,0.433108145056658,1.25179852904559
1,5,2,"Sandwich",0.814661134163209,5,1.03114409012444,0.623485448036493,1.34674104676939,"Sandwich",0.814661134163209,1.03114409012444,0.623485448036493,1.34674104676939
1,5,2,"Bootstrap",0.785,6,0.809178688333156,0.443655600607659,1.09475892707505,"Bootstrap",0.777,0.805047139165112,0.441781919972634,1.09158346276246
1,5,3,"Jackknife MVN",0.91701244813278,1,4.29963013330425,3.22789152242275,5.34386166977171,"Jackknife MVN",0.91701244813278,4.29963013330425,3.22789152242275,5.34386166977171
1,5,3,"LEF both",0.893,2,0.822565680266917,0.509359210102113,1.07485637626985,"LEF outcome",0.878,0.818227351594601,0.488402053367118,1.07934657420407
1,5,3,"LEF outcome",0.893,2,0.824011776908408,0.512075199440227,1.07680769199536,"LEF both",0.877,0.804642824532775,0.482213468633195,1.06683590340834
1,5,3,"Jackknife Wald",0.824,3,0.942247118227116,0.286754599426671,1.22305106924417,"Jackknife Wald",0.825,0.946457759661899,0.291112945125226,1.22210970902829
1,5,3,"Sandwich",0.756569847856155,4,0.686558699523411,0.38461569284095,0.900334022678572,"Sandwich",0.756569847856155,0.686558699523411,0.38461569284095,0.900334022678572
