"Visit","Scenario","Event_rate","CI_type","Coverage","rank","old_rank","coverage_old"
3,4,2,"Sandwich",0.798958333333333,6,"Sandwich",0.791623036649215
4,4,2,"Jackknife_Wald",0.975,1,"Jackknife_MVN",0.975791433891993
4,4,2,"Jackknife_MVN",0.970588235294118,2,"Jackknife_Wald",0.961
4,4,2,"LEF_outcome",0.91,3,"LEF_outcome",0.901
4,4,2,"LEF_both",0.907,4,"LEF_both",0.897
4,4,2,"Bootstrap",0.873,5,"Bootstrap",0.853
4,4,2,"Sandwich",0.821875,6,"Sandwich",0.801047120418848
0,5,2,"LEF_outcome",0.992,1,"LEF_outcome",0.993
0,5,2,"LEF_both",0.992,1,"LEF_both",0.993
0,5,2,"Jackknife_MVN",0.98546209761163,2,"Jackknife_MVN",0.989440337909187
0,5,2,"Jackknife_Wald",0.952,3,"Sandwich",0.971783295711061
0,5,2,"Bootstrap",0.951,4,"Bootstrap",0.947
0,5,2,"Sandwich",0.948198198198198,5,"Jackknife_Wald",0.945
1,5,2,"LEF_outcome",0.983,1,"LEF_outcome",0.983
1,5,2,"LEF_both",0.983,1,"LEF_both",0.981
1,5,2,"Jackknife_MVN",0.975077881619938,2,"Jackknife_MVN",0.971488912354805
1,5,2,"Sandwich",0.933558558558559,3,"Sandwich",0.928893905191874
1,5,2,"Jackknife_Wald",0.914,4,"Jackknife_Wald",0.926
1,5,2,"Bootstrap",0.912,5,"Bootstrap",0.914
2,5,2,"Jackknife_MVN",0.960539979231568,1,"Jackknife_MVN",0.955649419218585
2,5,2,"LEF_outcome",0.95,2,"LEF_outcome",0.955
2,5,2,"LEF_both",0.949,3,"LEF_both",0.951
2,5,2,"Jackknife_Wald",0.903,4,"Jackknife_Wald",0.906
2,5,2,"Sandwich",0.875,5,"Sandwich",0.851015801354402
2,5,2,"Bootstrap",0.859,6,"Bootstrap",0.849
3,5,2,"Jackknife_MVN",0.950155763239875,1,"Jackknife_MVN",0.958817317845829
3,5,2,"Jackknife_Wald",0.906,2,"Jackknife_Wald",0.909
3,5,2,"LEF_outcome",0.884,3,"LEF_outcome",0.885
3,5,2,"LEF_both",0.881,4,"LEF_both",0.879
3,5,2,"Bootstrap",0.802,5,"Bootstrap",0.808
3,5,2,"Sandwich",0.792792792792793,6,"Sandwich",0.762979683972912
4,5,2,"Jackknife_MVN",0.949117341640706,1,"Jackknife_MVN",0.955649419218585
4,5,2,"Jackknife_Wald",0.903,2,"Jackknife_Wald",0.904
4,5,2,"LEF_outcome",0.804,3,"LEF_outcome",0.785
4,5,2,"LEF_both",0.804,3,"LEF_both",0.78
4,5,2,"Bootstrap",0.779,4,"Bootstrap",0.755
4,5,2,"Sandwich",0.716216216216216,5,"Sandwich",0.68961625282167
0,6,2,"LEF_outcome",0.98,1,"LEF_outcome",0.978
0,6,2,"LEF_both",0.98,1,"LEF_both",0.978
0,6,2,"Sandwich",0.933503836317136,2,"Sandwich",0.938337801608579
0,6,2,"Jackknife_MVN",0.878486055776892,3,"Jackknife_MVN",0.865030674846626
0,6,2,"Jackknife_Wald",0.865,4,"Jackknife_Wald",0.859
0,6,2,"Bootstrap",0.851,5,"Bootstrap",0.847
1,6,2,"LEF_outcome",0.933,1,"LEF_outcome",0.926
1,6,2,"LEF_both",0.932,2,"LEF_both",0.925
1,6,2,"Jackknife_MVN",0.888446215139442,3,"Sandwich",0.892761394101877
1,6,2,"Sandwich",0.879795396419437,4,"Jackknife_MVN",0.883435582822086
1,6,2,"Jackknife_Wald",0.766,5,"Jackknife_Wald",0.762
1,6,2,"Bootstrap",0.694,6,"Bootstrap",0.691
2,6,2,"Jackknife_MVN",0.892430278884462,1,"Jackknife_MVN",0.89161554192229
2,6,2,"LEF_both",0.863,2,"LEF_outcome",0.851
2,6,2,"LEF_outcome",0.86,3,"LEF_both",0.844
2,6,2,"Sandwich",0.731457800511509,4,"Sandwich",0.758713136729222
2,6,2,"Jackknife_Wald",0.689,5,"Jackknife_Wald",0.711
2,6,2,"Bootstrap",0.548,6,"Bootstrap",0.563
3,6,2,"Jackknife_MVN",0.886454183266932,1,"Jackknife_MVN",0.89161554192229
3,6,2,"LEF_both",0.808,2,"LEF_outcome",0.796
3,6,2,"LEF_outcome",0.806,3,"LEF_both",0.795
3,6,2,"Jackknife_Wald",0.742,4,"Jackknife_Wald",0.752
3,6,2,"Sandwich",0.716112531969309,5,"Sandwich",0.694369973190349
3,6,2,"Bootstrap",0.53,6,"Bootstrap",0.509
4,6,2,"Jackknife_MVN",0.864541832669323,1,"Jackknife_MVN",0.879345603271984
4,6,2,"LEF_outcome",0.793,2,"Jackknife_Wald",0.79
4,6,2,"LEF_both",0.793,2,"LEF_outcome",0.778
4,6,2,"Jackknife_Wald",0.772,3,"LEF_both",0.773
4,6,2,"Sandwich",0.759590792838875,4,"Sandwich",0.723860589812332
4,6,2,"Bootstrap",0.55,5,"Bootstrap",0.525
0,7,2,"LEF_outcome",0.986,1,"LEF_outcome",0.973
0,7,2,"LEF_both",0.986,1,"LEF_both",0.973
0,7,2,"Jackknife_MVN",0.97940074906367,2,"Jackknife_MVN",0.972972972972973
0,7,2,"Bootstrap",0.962,3,"Jackknife_Wald",0.954
0,7,2,"Jackknife_Wald",0.96,4,"Sandwich",0.948851774530271
0,7,2,"Sandwich",0.949064449064449,5,"Bootstrap",0.948
1,7,2,"LEF_outcome",0.995,1,"LEF_outcome",0.992
1,7,2,"LEF_both",0.994,2,"LEF_both",0.99
1,7,2,"Bootstrap",0.972,3,"Jackknife_MVN",0.959459459459459
1,7,2,"Jackknife_Wald",0.972,3,"Jackknife_Wald",0.955
1,7,2,"Jackknife_MVN",0.971910112359551,4,"Bootstrap",0.954
1,7,2,"Sandwich",0.932432432432432,5,"Sandwich",0.930062630480167
2,7,2,"LEF_outcome",0.977,1,"LEF_outcome",0.973
2,7,2,"LEF_both",0.976,2,"LEF_both",0.97
2,7,2,"Jackknife_Wald",0.972,3,"Jackknife_MVN",0.967181467181467
2,7,2,"Jackknife_MVN",0.971910112359551,4,"Jackknife_Wald",0.956
2,7,2,"Bootstrap",0.949,5,"Bootstrap",0.929
2,7,2,"Sandwich",0.866943866943867,6,"Sandwich",0.860125260960334
3,7,2,"Jackknife_Wald",0.962,1,"Jackknife_Wald",0.971
3,7,2,"Jackknife_MVN",0.960674157303371,2,"Jackknife_MVN",0.965250965250965
3,7,2,"LEF_both",0.922,3,"LEF_outcome",0.912
3,7,2,"LEF_outcome",0.921,4,"LEF_both",0.911
3,7,2,"Bootstrap",0.879,5,"Bootstrap",0.872
3,7,2,"Sandwich",0.82016632016632,6,"Sandwich",0.793319415448852
4,7,2,"Jackknife_MVN",0.9812734082397,1,"Jackknife_Wald",0.97
4,7,2,"Jackknife_Wald",0.956,2,"Jackknife_MVN",0.955598455598456
4,7,2,"LEF_outcome",0.898,3,"LEF_outcome",0.871
4,7,2,"LEF_both",0.898,3,"LEF_both",0.869
4,7,2,"Bootstrap",0.883,4,"Bootstrap",0.861
4,7,2,"Sandwich",0.825363825363825,5,"Sandwich",0.792275574112735
0,8,2,"LEF_outcome",0.986,1,"Jackknife_MVN",0.975473801560758
0,8,2,"LEF_both",0.986,1,"LEF_outcome",0.971
0,8,2,"Jackknife_MVN",0.983388704318937,2,"LEF_both",0.971
0,8,2,"Sandwich",0.960220994475138,3,"Sandwich",0.959367945823928
0,8,2,"Jackknife_Wald",0.944,4,"Jackknife_Wald",0.939
0,8,2,"Bootstrap",0.939,5,"Bootstrap",0.931
1,8,2,"LEF_outcome",0.976,1,"Jackknife_MVN",0.969899665551839
1,8,2,"LEF_both",0.976,1,"LEF_outcome",0.963
1,8,2,"Jackknife_MVN",0.971207087486157,2,"LEF_both",0.958
1,8,2,"Sandwich",0.921546961325967,3,"Jackknife_Wald",0.899
1,8,2,"Jackknife_Wald",0.899,4,"Sandwich",0.898419864559819
1,8,2,"Bootstrap",0.895,5,"Bootstrap",0.875
2,8,2,"Jackknife_MVN",0.960132890365448,1,"Jackknife_MVN",0.945373467112598
2,8,2,"LEF_outcome",0.926,2,"LEF_outcome",0.913
2,8,2,"LEF_both",0.926,2,"LEF_both",0.908
2,8,2,"Jackknife_Wald",0.884,3,"Jackknife_Wald",0.89
2,8,2,"Sandwich",0.846408839779005,4,"Bootstrap",0.815
2,8,2,"Bootstrap",0.842,5,"Sandwich",0.811512415349887
3,8,2,"Jackknife_MVN",0.957918050941307,1,"Jackknife_MVN",0.937569676700111
3,8,2,"Jackknife_Wald",0.885,2,"Jackknife_Wald",0.891
3,8,2,"LEF_both",0.83,3,"LEF_outcome",0.817
3,8,2,"LEF_outcome",0.827,4,"LEF_both",0.814
3,8,2,"Bootstrap",0.785,5,"Bootstrap",0.768
3,8,2,"Sandwich",0.743646408839779,6,"Sandwich",0.725733634311512
4,8,2,"Jackknife_MVN",0.954595791805094,1,"Jackknife_MVN",0.939799331103679
4,8,2,"Jackknife_Wald",0.882,2,"Jackknife_Wald",0.895
4,8,2,"Bootstrap",0.748,3,"Bootstrap",0.757
4,8,2,"LEF_both",0.736,4,"LEF_outcome",0.729
4,8,2,"LEF_outcome",0.734,5,"LEF_both",0.728
4,8,2,"Sandwich",0.664088397790055,6,"Sandwich",0.656884875846501
0,9,2,"Sandwich",0.953545232273839,1,"LEF_outcome",0.94
0,9,2,"LEF_outcome",0.941,2,"LEF_both",0.94
0,9,2,"LEF_both",0.941,2,"Sandwich",0.926582278481013
0,9,2,"Jackknife_MVN",0.851851851851852,3,"Jackknife_MVN",0.867647058823529
0,9,2,"Jackknife_Wald",0.849,4,"Jackknife_Wald",0.856
0,9,2,"Bootstrap",0.835,5,"Bootstrap",0.835
1,9,2,"Sandwich",0.889975550122249,1,"Sandwich",0.906329113924051
1,9,2,"LEF_outcome",0.889,2,"Jackknife_MVN",0.892857142857143
1,9,2,"LEF_both",0.887,3,"LEF_outcome",0.878
1,9,2,"Jackknife_MVN",0.864197530864197,4,"LEF_both",0.877
1,9,2,"Jackknife_Wald",0.767,5,"Jackknife_Wald",0.782
1,9,2,"Bootstrap",0.696,6,"Bootstrap",0.696
2,9,2,"Jackknife_MVN",0.87037037037037,1,"Jackknife_MVN",0.880252100840336
2,9,2,"LEF_both",0.827,2,"LEF_outcome",0.815
2,9,2,"LEF_outcome",0.824,3,"LEF_both",0.814
2,9,2,"Sandwich",0.694376528117359,4,"Sandwich",0.779746835443038
2,9,2,"Jackknife_Wald",0.691,5,"Jackknife_Wald",0.705
2,9,2,"Bootstrap",0.552,6,"Bootstrap",0.576
3,9,2,"Jackknife_MVN",0.843621399176955,1,"Jackknife_MVN",0.878151260504202
3,9,2,"LEF_both",0.775,2,"LEF_outcome",0.779
3,9,2,"LEF_outcome",0.771,3,"LEF_both",0.768
3,9,2,"Jackknife_Wald",0.733,4,"Jackknife_Wald",0.733
3,9,2,"Sandwich",0.662591687041565,5,"Sandwich",0.718987341772152
3,9,2,"Bootstrap",0.495,6,"Bootstrap",0.515
4,9,2,"Jackknife_MVN",0.837448559670782,1,"Jackknife_MVN",0.850840336134454
4,9,2,"Jackknife_Wald",0.769,2,"Jackknife_Wald",0.766
4,9,2,"LEF_both",0.727,3,"LEF_outcome",0.728
4,9,2,"LEF_outcome",0.726,4,"LEF_both",0.726
4,9,2,"Sandwich",0.694376528117359,5,"Sandwich",0.713924050632911
4,9,2,"Bootstrap",0.513,6,"Bootstrap",0.514
0,1,3,"Jackknife_MVN",0.977099236641221,1,"Jackknife_MVN",0.96455223880597
0,1,3,"LEF_outcome",0.965,2,"LEF_outcome",0.963
0,1,3,"LEF_both",0.965,2,"LEF_both",0.963
0,1,3,"Bootstrap",0.954,3,"Sandwich",0.956340956340956
0,1,3,"Sandwich",0.953798767967146,4,"Jackknife_Wald",0.956
0,1,3,"Jackknife_Wald",0.949,5,"Bootstrap",0.953
1,1,3,"LEF_outcome",0.962,1,"LEF_outcome",0.958
1,1,3,"LEF_both",0.962,1,"LEF_both",0.955
1,1,3,"Jackknife_MVN",0.959923664122137,2,"Jackknife_MVN",0.949626865671642
1,1,3,"Jackknife_Wald",0.952,3,"Jackknife_Wald",0.947
1,1,3,"Bootstrap",0.945,4,"Bootstrap",0.94
1,1,3,"Sandwich",0.927104722792608,5,"Sandwich",0.923076923076923
2,1,3,"LEF_outcome",0.949,1,"Jackknife_MVN",0.942164179104478
2,1,3,"LEF_both",0.947,2,"LEF_outcome",0.927
2,1,3,"Jackknife_MVN",0.946564885496183,3,"LEF_both",0.925
2,1,3,"Jackknife_Wald",0.934,4,"Jackknife_Wald",0.916
2,1,3,"Bootstrap",0.913,5,"Bootstrap",0.896
2,1,3,"Sandwich",0.878850102669405,6,"Sandwich",0.867983367983368
3,1,3,"Jackknife_MVN",0.958015267175573,1,"Jackknife_MVN",0.957089552238806
3,1,3,"Jackknife_Wald",0.938,2,"Jackknife_Wald",0.923
3,1,3,"LEF_outcome",0.913,3,"LEF_outcome",0.901
3,1,3,"LEF_both",0.911,4,"LEF_both",0.901
3,1,3,"Bootstrap",0.845,5,"Bootstrap",0.829
3,1,3,"Sandwich",0.82135523613963,6,"Sandwich",0.821205821205821
4,1,3,"Jackknife_MVN",0.977099236641221,1,"Jackknife_Wald",0.967
4,1,3,"Jackknife_Wald",0.972,2,"Jackknife_MVN",0.955223880597015
4,1,3,"LEF_outcome",0.902,3,"LEF_outcome",0.89
4,1,3,"LEF_both",0.896,4,"LEF_both",0.89
4,1,3,"Bootstrap",0.838,5,"Bootstrap",0.827
4,1,3,"Sandwich",0.804928131416838,6,"Sandwich",0.825363825363825
0,2,3,"LEF_outcome",0.977,1,"Jackknife_MVN",0.978215767634855
0,2,3,"LEF_both",0.977,1,"LEF_outcome",0.972
0,2,3,"Jackknife_MVN",0.970863683662851,2,"LEF_both",0.972
0,2,3,"Sandwich",0.950959488272921,3,"Sandwich",0.95610278372591
0,2,3,"Jackknife_Wald",0.95,4,"Bootstrap",0.95
0,2,3,"Bootstrap",0.947,5,"Jackknife_Wald",0.95
1,2,3,"Jackknife_MVN",0.984391259105099,1,"Jackknife_MVN",0.982365145228216
1,2,3,"LEF_both",0.968,2,"LEF_outcome",0.976
1,2,3,"LEF_outcome",0.967,3,"LEF_both",0.975
1,2,3,"Sandwich",0.958422174840085,4,"Sandwich",0.955032119914347
1,2,3,"Jackknife_Wald",0.943,5,"Jackknife_Wald",0.947
1,2,3,"Bootstrap",0.926,6,"Bootstrap",0.934
2,2,3,"Jackknife_MVN",0.972944849115505,1,"Jackknife_MVN",0.980290456431535
2,2,3,"LEF_outcome",0.95,2,"LEF_outcome",0.958
2,2,3,"LEF_both",0.949,3,"LEF_both",0.958
2,2,3,"Sandwich",0.929637526652452,4,"Jackknife_Wald",0.94
2,2,3,"Jackknife_Wald",0.927,5,"Sandwich",0.926124197002141
2,2,3,"Bootstrap",0.897,6,"Bootstrap",0.909
3,2,3,"Jackknife_MVN",0.968782518210198,1,"Jackknife_MVN",0.979253112033195
3,2,3,"Jackknife_Wald",0.941,2,"Jackknife_Wald",0.941
3,2,3,"LEF_both",0.878,3,"LEF_outcome",0.886
3,2,3,"LEF_outcome",0.877,4,"LEF_both",0.881
3,2,3,"Bootstrap",0.837,5,"Bootstrap",0.857
3,2,3,"Sandwich",0.819829424307036,6,"Sandwich",0.853319057815846
4,2,3,"Jackknife_MVN",0.976066597294485,1,"Jackknife_MVN",0.980290456431535
4,2,3,"Jackknife_Wald",0.941,2,"Jackknife_Wald",0.938
4,2,3,"Bootstrap",0.792,3,"Bootstrap",0.795
4,2,3,"LEF_outcome",0.761,4,"LEF_outcome",0.76
4,2,3,"LEF_both",0.759,5,"LEF_both",0.754
4,2,3,"Sandwich",0.702558635394456,6,"Sandwich",0.732334047109208
0,3,3,"Jackknife_MVN",0.968253968253968,1,"Jackknife_MVN",0.966101694915254
0,3,3,"Sandwich",0.962843295638126,2,"Sandwich",0.949511400651466
0,3,3,"LEF_outcome",0.949,3,"LEF_outcome",0.934
0,3,3,"LEF_both",0.949,3,"LEF_both",0.934
0,3,3,"Jackknife_Wald",0.925,4,"Jackknife_Wald",0.917
0,3,3,"Bootstrap",0.906,5,"Bootstrap",0.894
1,3,3,"Jackknife_MVN",0.96031746031746,1,"Jackknife_MVN",0.958568738229755
1,3,3,"Sandwich",0.882067851373183,2,"LEF_outcome",0.857
1,3,3,"LEF_outcome",0.868,3,"LEF_both",0.854
1,3,3,"LEF_both",0.868,3,"Sandwich",0.842019543973941
1,3,3,"Jackknife_Wald",0.806,4,"Jackknife_Wald",0.792
1,3,3,"Bootstrap",0.779,5,"Bootstrap",0.761
2,3,3,"Jackknife_MVN",0.853174603174603,1,"Jackknife_MVN",0.836158192090395
2,3,3,"LEF_both",0.776,2,"LEF_both",0.763
2,3,3,"LEF_outcome",0.772,3,"LEF_outcome",0.761
2,3,3,"Sandwich",0.74313408723748,4,"Jackknife_Wald",0.693
2,3,3,"Jackknife_Wald",0.703,5,"Sandwich",0.682410423452769
2,3,3,"Bootstrap",0.612,6,"Bootstrap",0.611
3,3,3,"Jackknife_MVN",0.867063492063492,1,"Jackknife_MVN",0.858757062146893
3,3,3,"Jackknife_Wald",0.771,2,"Jackknife_Wald",0.764
3,3,3,"Sandwich",0.747980613893376,3,"Sandwich",0.711726384364821
3,3,3,"LEF_outcome",0.732,4,"LEF_outcome",0.7
3,3,3,"LEF_both",0.731,5,"LEF_both",0.692
3,3,3,"Bootstrap",0.566,6,"Bootstrap",0.557
4,3,3,"Jackknife_MVN",0.882936507936508,1,"Jackknife_MVN",0.883239171374765
4,3,3,"Jackknife_Wald",0.819,2,"Jackknife_Wald",0.831
4,3,3,"Sandwich",0.789983844911147,3,"Sandwich",0.788273615635179
4,3,3,"LEF_both",0.73,4,"LEF_outcome",0.714
4,3,3,"LEF_outcome",0.729,5,"LEF_both",0.704
4,3,3,"Bootstrap",0.6,6,"Bootstrap",0.595
0,4,3,"LEF_outcome",0.961,1,"Jackknife_MVN",0.978515625
0,4,3,"LEF_both",0.961,1,"LEF_outcome",0.957
0,4,3,"Jackknife_MVN",0.957364341085271,2,"LEF_both",0.957
0,4,3,"Sandwich",0.941237113402062,3,"Sandwich",0.951143451143451
0,4,3,"Bootstrap",0.939,4,"Jackknife_Wald",0.944
0,4,3,"Jackknife_Wald",0.939,4,"Bootstrap",0.937
1,4,3,"LEF_outcome",0.959,1,"LEF_outcome",0.953
1,4,3,"LEF_both",0.959,1,"LEF_both",0.953
1,4,3,"Jackknife_Wald",0.941,2,"Jackknife_MVN",0.939453125
1,4,3,"Jackknife_MVN",0.932170542635659,3,"Jackknife_Wald",0.935
1,4,3,"Bootstrap",0.925,4,"Bootstrap",0.924
1,4,3,"Sandwich",0.901030927835052,5,"Sandwich",0.907484407484408
2,4,3,"LEF_outcome",0.94,1,"LEF_outcome",0.945
2,4,3,"LEF_both",0.938,2,"LEF_both",0.939
2,4,3,"Jackknife_MVN",0.918604651162791,3,"Jackknife_MVN",0.9375
2,4,3,"Jackknife_Wald",0.901,4,"Jackknife_Wald",0.92
2,4,3,"Bootstrap",0.888,5,"Bootstrap",0.91
2,4,3,"Sandwich",0.857731958762887,6,"Sandwich",0.877338877338877
3,4,3,"Jackknife_MVN",0.930232558139535,1,"Jackknife_MVN",0.947265625
3,4,3,"Jackknife_Wald",0.929,2,"Jackknife_Wald",0.929
3,4,3,"LEF_outcome",0.907,3,"LEF_outcome",0.893
3,4,3,"LEF_both",0.905,4,"LEF_both",0.889
3,4,3,"Bootstrap",0.812,5,"Bootstrap",0.83
3,4,3,"Sandwich",0.797938144329897,6,"Sandwich",0.817047817047817
4,4,3,"Jackknife_Wald",0.962,1,"Jackknife_Wald",0.97
4,4,3,"Jackknife_MVN",0.943798449612403,2,"Jackknife_MVN",0.947265625
4,4,3,"LEF_outcome",0.896,3,"LEF_outcome",0.877
4,4,3,"LEF_both",0.893,4,"LEF_both",0.873
4,4,3,"Bootstrap",0.823,5,"Bootstrap",0.839
4,4,3,"Sandwich",0.812371134020619,6,"Sandwich",0.824324324324324
0,5,3,"Jackknife_MVN",0.968236582694414,1,"Jackknife_MVN",0.973204715969989
0,5,3,"LEF_outcome",0.967,2,"LEF_outcome",0.971
0,5,3,"LEF_both",0.967,2,"LEF_both",0.971
0,5,3,"Jackknife_Wald",0.952,3,"Sandwich",0.953537486800422
0,5,3,"Sandwich",0.949260042283298,4,"Jackknife_Wald",0.95
0,5,3,"Bootstrap",0.949,5,"Bootstrap",0.943
1,5,3,"Jackknife_MVN",0.980284775465498,1,"Jackknife_MVN",0.981779206859593
1,5,3,"LEF_outcome",0.967,2,"LEF_outcome",0.963
1,5,3,"LEF_both",0.967,2,"LEF_both",0.959
1,5,3,"Sandwich",0.949260042283298,3,"Sandwich",0.953537486800422
1,5,3,"Jackknife_Wald",0.946,4,"Jackknife_Wald",0.94
1,5,3,"Bootstrap",0.932,5,"Bootstrap",0.918
2,5,3,"Jackknife_MVN",0.976998904709748,1,"Jackknife_MVN",0.979635584137192
2,5,3,"LEF_outcome",0.95,2,"LEF_outcome",0.945
2,5,3,"LEF_both",0.95,2,"LEF_both",0.938
2,5,3,"Jackknife_Wald",0.936,3,"Jackknife_Wald",0.922
2,5,3,"Bootstrap",0.908,4,"Sandwich",0.881731784582893
2,5,3,"Sandwich",0.891120507399577,5,"Bootstrap",0.881
3,5,3,"Jackknife_MVN",0.967141292442497,1,"Jackknife_MVN",0.973204715969989
3,5,3,"Jackknife_Wald",0.932,2,"Jackknife_Wald",0.923
3,5,3,"LEF_outcome",0.84,3,"LEF_outcome",0.852
3,5,3,"LEF_both",0.839,4,"LEF_both",0.845
3,5,3,"Bootstrap",0.827,5,"Bootstrap",0.807
3,5,3,"Sandwich",0.784355179704017,6,"Sandwich",0.775079197465681
4,5,3,"Jackknife_MVN",0.971522453450164,1,"Jackknife_MVN",0.964630225080386
4,5,3,"Jackknife_Wald",0.938,2,"Jackknife_Wald",0.918
4,5,3,"Bootstrap",0.771,3,"Bootstrap",0.77
4,5,3,"LEF_outcome",0.717,4,"LEF_outcome",0.718
4,5,3,"LEF_both",0.716,5,"LEF_both",0.711
4,5,3,"Sandwich",0.668076109936575,6,"Sandwich",0.686378035902851
0,6,3,"Sandwich",0.966841186736475,1,"Jackknife_MVN",0.96734693877551
0,6,3,"Jackknife_MVN",0.961693548387097,2,"Sandwich",0.957482993197279
0,6,3,"LEF_outcome",0.925,3,"Jackknife_Wald",0.925
0,6,3,"LEF_both",0.925,3,"LEF_outcome",0.919
0,6,3,"Jackknife_Wald",0.921,4,"LEF_both",0.919
0,6,3,"Bootstrap",0.9,5,"Bootstrap",0.901
1,6,3,"Jackknife_MVN",0.957661290322581,1,"Jackknife_MVN",0.961224489795918
1,6,3,"Sandwich",0.858638743455497,2,"LEF_outcome",0.842
1,6,3,"LEF_outcome",0.846,3,"Sandwich",0.841836734693878
1,6,3,"LEF_both",0.845,4,"LEF_both",0.832
1,6,3,"Jackknife_Wald",0.804,5,"Jackknife_Wald",0.816
1,6,3,"Bootstrap",0.749,6,"Bootstrap",0.767
2,6,3,"Jackknife_MVN",0.830645161290323,1,"Jackknife_MVN",0.822448979591837
2,6,3,"LEF_both",0.736,2,"LEF_outcome",0.734
2,6,3,"LEF_outcome",0.735,3,"LEF_both",0.731
2,6,3,"Jackknife_Wald",0.71,4,"Jackknife_Wald",0.716
2,6,3,"Sandwich",0.68586387434555,5,"Sandwich",0.69047619047619
2,6,3,"Bootstrap",0.608,6,"Bootstrap",0.603
3,6,3,"Jackknife_MVN",0.879032258064516,1,"Jackknife_MVN",0.851020408163265
3,6,3,"Jackknife_Wald",0.774,2,"Jackknife_Wald",0.78
3,6,3,"LEF_both",0.707,3,"LEF_outcome",0.693
3,6,3,"Sandwich",0.706806282722513,4,"LEF_both",0.692
3,6,3,"LEF_outcome",0.705,5,"Sandwich",0.685374149659864
3,6,3,"Bootstrap",0.572,6,"Bootstrap",0.559
4,6,3,"Jackknife_MVN",0.891129032258065,1,"Jackknife_MVN",0.879591836734694
4,6,3,"Jackknife_Wald",0.83,2,"Jackknife_Wald",0.826
4,6,3,"Sandwich",0.767888307155323,3,"Sandwich",0.722789115646258
4,6,3,"LEF_outcome",0.688,4,"LEF_outcome",0.666
4,6,3,"LEF_both",0.688,4,"LEF_both",0.665
4,6,3,"Bootstrap",0.586,5,"Bootstrap",0.565
0,7,3,"LEF_outcome",0.969,1,"Jackknife_MVN",0.955197132616487
0,7,3,"LEF_both",0.969,1,"LEF_outcome",0.944
0,7,3,"Bootstrap",0.959,2,"LEF_both",0.944
0,7,3,"Jackknife_Wald",0.957,3,"Jackknife_Wald",0.943
0,7,3,"Sandwich",0.95,4,"Sandwich",0.942327497425335
0,7,3,"Jackknife_MVN",0.941634241245136,5,"Bootstrap",0.942
1,7,3,"LEF_outcome",0.956,1,"Jackknife_MVN",0.976702508960573
1,7,3,"LEF_both",0.955,2,"LEF_outcome",0.961
1,7,3,"Jackknife_MVN",0.953307392996109,3,"LEF_both",0.959
1,7,3,"Jackknife_Wald",0.945,4,"Jackknife_Wald",0.955
1,7,3,"Bootstrap",0.937,5,"Bootstrap",0.948
1,7,3,"Sandwich",0.919791666666667,6,"Sandwich",0.93923789907312
2,7,3,"Jackknife_MVN",0.957198443579767,1,"Jackknife_MVN",0.967741935483871
2,7,3,"LEF_outcome",0.941,2,"LEF_outcome",0.95
2,7,3,"LEF_both",0.94,3,"LEF_both",0.943
2,7,3,"Jackknife_Wald",0.939,4,"Jackknife_Wald",0.938
2,7,3,"Bootstrap",0.912,5,"Bootstrap",0.914
2,7,3,"Sandwich",0.870833333333333,6,"Sandwich",0.884654994850669
3,7,3,"Jackknife_MVN",0.972762645914397,1,"Jackknife_Wald",0.956
3,7,3,"Jackknife_Wald",0.952,2,"Jackknife_MVN",0.949820788530466
3,7,3,"LEF_outcome",0.885,3,"LEF_outcome",0.901
3,7,3,"LEF_both",0.879,4,"LEF_both",0.892
3,7,3,"Bootstrap",0.821,5,"Bootstrap",0.847
3,7,3,"Sandwich",0.814583333333333,6,"Sandwich",0.820803295571576
4,7,3,"Jackknife_Wald",0.97,1,"Jackknife_Wald",0.972
4,7,3,"Jackknife_MVN",0.949416342412451,2,"Jackknife_MVN",0.933691756272401
4,7,3,"LEF_outcome",0.855,3,"LEF_outcome",0.871
4,7,3,"LEF_both",0.851,4,"LEF_both",0.865
4,7,3,"Bootstrap",0.813,5,"Bootstrap",0.843
4,7,3,"Sandwich",0.80625,6,"Sandwich",0.809474768280124
0,8,3,"Jackknife_MVN",0.968347010550996,1,"Jackknife_MVN",0.967630057803468
0,8,3,"LEF_outcome",0.962,2,"LEF_outcome",0.963
0,8,3,"LEF_both",0.962,2,"LEF_both",0.963
0,8,3,"Jackknife_Wald",0.96,3,"Jackknife_Wald",0.956
0,8,3,"Sandwich",0.958730158730159,4,"Bootstrap",0.954
0,8,3,"Bootstrap",0.949,5,"Sandwich",0.949023861171367
1,8,3,"Jackknife_MVN",0.969519343493552,1,"Jackknife_MVN",0.975722543352601
1,8,3,"LEF_both",0.951,2,"LEF_outcome",0.95
1,8,3,"LEF_outcome",0.95,3,"LEF_both",0.944
1,8,3,"Jackknife_Wald",0.935,4,"Jackknife_Wald",0.927
1,8,3,"Sandwich",0.929100529100529,5,"Sandwich",0.926247288503254
1,8,3,"Bootstrap",0.912,6,"Bootstrap",0.914
2,8,3,"Jackknife_MVN",0.967174677608441,1,"Jackknife_MVN",0.966473988439306
2,8,3,"LEF_outcome",0.927,2,"LEF_outcome",0.92
2,8,3,"LEF_both",0.921,3,"LEF_both",0.919
2,8,3,"Jackknife_Wald",0.919,4,"Jackknife_Wald",0.919
2,8,3,"Sandwich",0.885714285714286,5,"Sandwich",0.878524945770065
